hlong,GB95OOYL23042980293043,VISA,639086665242,2025-04-05 14:41:29,Myntra,Travel,66471.76,INR,RTGS,Jodyberg,Deposit,November,Pending
michaelphelps,GB33CIKD07698506578864,Mastercard,4241122663133125,2025-11-12 16:58:15,Myntra,Clothing,86744.07,INR,NEFT,Codytown,Withdrawal,July,Declined
william81,GB78WRMW72167063453114,VISA,4801537949349724887,2025-08-14 02:44:31,V-Mart Retail Ltd,Health,53158.54,INR,Bank Transfer,Victorberg,Purchase,September,Approved
allenkevin,GB61OVBC30060578443634,Discover,2720520839704279,2025-02-08 20:31:39,Nykaa,Health,63274.42,INR,NEFT,South Patrick,Deposit,August,Approved
reedjeffrey,GB07ZGJP09937061854489,VISA,676399558953,2025-02-20 19:54:05,Future Group,Clothing,74051.44,INR,Debit Card,Frankshire,Refund,February,Declined
scottbrian,GB29AGVG97188388380657,chhupay,213164044220538,2025-05-25 20:04:59,Reliance Fresh,Electronics,89874.46,INR,NEFT,Lake Joshua,Withdrawal,August,Approved
allendakota,GB37XBRW31743225241992,rupay,4384471012959,2025-09-27 00:36:33,Fabindia,Clothing,51345.16,INR,Mobile Payment,New Briannafurt,Purchase,June,Pending
mullinsjessica,GB90DJRR87165384010849,Discover,4763698427567813,2025-06-28 14:38:44,Foodhall,Grocery,98914.00,INR,Mobile Payment,West Samuelborough,Refund,June,Reversed
lauriemathews,GB91NLWR63686359688391,VISA,4351734119571066,2025-09-17 18:29:34,Zivame,Grocery,91065.41,INR,RTGS,Heathmouth,Deposit,December,Approved
cmaynard,GB11JRZM93520194119177,Maestro,2611940860814551,2025-02-28 17:44:52,FirstCry,Clothing,64087.68,INR,Mobile Payment,Jamesborough,Refund,September,Declined
nunezvirginia,GB28MMQV90864887559662,rupay,180094993418479,2025-02-11 17:08:11,Future Group,Travel,73462.06,INR,NEFT,Perezburgh,Purchase,February,Pending
nathanblankenship,GB10BFPH14611067071600,Mastercard,180078310412414,2025-01-03 16:25:52,Spencer’s Retail,Travel,66328.54,INR,Debit Card,East Oliviaside,Refund,April,Pending
sandersjohn,GB09XGUC24130434330060,rupay,3502178987226785,2025-09-29 12:05:57,ShopClues,Clothing,79783.59,INR,Debit Card,Port Kaitlinside,Purchase,November,Reversed
anthony80,GB37OCKF23746424398676,Discover,6011154990263690,2025-01-28 18:25:50,Urban Ladder,Grocery,87316.76,INR,NEFT,Lake Thomaschester,Refund,May,Declined
jessicadavis,GB18OVHN22389687148715,VISA,4317802347955535,2025-07-17 08:03:23,Marks & Spencer India,Electronics,84403.33,INR,RTGS,Ginaberg,Refund,March,Reversed
anthonymarks,GB02SIQW99536034704502,Maestro,4407584346876331,2025-02-03 21:08:24,Reliance Retail,Health,52979.05,INR,Debit Card,Debraport,Deposit,July,Approved
cherylrobinson,GB15WYVZ34838279973824,amex,4743265819038,2025-03-09 18:25:02,Lenskart,Clothing,84789.47,INR,Credit Card,Lake Steve,Deposit,December,Pending
joshuawarner,GB98DNLT15069112894719,VISA,342665926137222,2025-10-17 23:12:20,Aditya Birla Retai,Clothing,52390.44,INR,RTGS,West Christopherside,Withdrawal,April,Pending
zpowell,GB54EIAB78772685206163,Diners Club,213177814442314,2025-11-19 20:18:21,DMart,Electronics,54928.59,INR,RTGS,Wallerhaven,Deposit,March,Reversed
barajasbrenda,GB63EJMD49746022025962,Diners Club,4252463087364,2025-02-17 05:37:19,Godrej Consumer Products,Grocery,82782.51,INR,Debit Card,Howardburgh,Purchase,August,Reversed
tamarajohnson,GB17CAUX41119621305945,amex,36571606671376,2025-06-14 07:10:00,Bewakoof,Clothing,99463.17,INR,Credit Card,Phillipport,Withdrawal,July,Pending
davidleonard,GB92HRRA81935718539867,Diners Club,3593505992102645,2025-02-20 21:08:46,Shoppers Stop,Electronics,64580.26,INR,Mobile Payment,Josefurt,Purchase,January,Declined
trichardson,GB12XREJ62667250603518,saphiro,4584890372435,2025-01-17 00:05:09,Reliance Digital,Health,60957.91,INR,Bank Transfer,Oliviachester,Withdrawal,February,Pending
anthony80,GB14ZFLT06248119000895,rupay,503855997980,2025-07-20 19:42:33,BabyChakra,Grocery,78157.70,INR,Mobile Payment,Mooreshire,Purchase,August,Reversed
zacharynguyen,GB23JKYI50069055523954,rupay,4101792235929546,2025-12-06 08:57:49,Reliance Retail,Health,88530.13,INR,NEFT,Samanthafort,Purchase,December,Pending
millerjoshua,GB81NUVY56334666962993,saphiro,4464202715857234390,2025-05-10 10:09:51,Titan Company,Health,92061.24,INR,Credit Card,West Brooke,Deposit,February,Declined
vanessapayne,GB38BEEQ92447241209794,Mastercard,4256986247329884,2025-04-03 04:09:38,Zivame,Dining,96933.34,INR,Bank Transfer,Johnview,Deposit,August,Pending
colekelly,GB24FBLN50734197153030,chhupay,4712425006080124464,2025-02-07 15:06:57,Zivame,Dining,71159.87,INR,Mobile Payment,Hardingbury,Deposit,October,Reversed
nancy11,GB68PJDA49303933715330,Maestro,6559811042335747,2025-07-29 00:03:52,Aditya Birla Retai,Health,87857.60,INR,UPI,Lake Kathy,Withdrawal,October,Reversed
cparker,GB87WRHM66271166713458,saphiro,3500288232231415,2025-11-12 18:35:37,BabyChakra,Clothing,63119.48,INR,Mobile Payment,New Amandaton,Withdrawal,November,Pending
randylawson,GB44PDTZ48558175158278,American Express,3563791695117827,2025-02-27 21:10:06,Reliance Fresh,Clothing,99528.50,INR,Debit Card,Amandafurt,Purchase,June,Approved
spencermary,GB79AKLO53799556807828,chhupay,4996752139480,2025-08-04 08:49:43,DMart,Clothing,93083.72,INR,Mobile Payment,West Frederick,Withdrawal,December,Reversed
gburns,GB36YYFG55816120095426,Discover,4713151839928489,2025-11-26 17:54:10,Big Bazaar,Dining,72693.27,INR,UPI,New Ashleychester,Deposit,December,Declined
melissa40,GB55QYZF12805909548965,VISA,3579510876901649,2025-08-04 22:40:09,Snapdeal,Travel,56576.72,INR,Mobile Payment,Douglasville,Deposit,February,Approved
pcarpenter,GB31UUCS88531943718629,Diners Club,2647190134894728,2025-10-28 12:51:56,JioMart,Clothing,86821.20,INR,Mobile Payment,North David,Purchase,March,Pending
stephaniekennedy,GB61UHWD74650053494075,VISA,213106032991513,2025-08-09 20:31:54,Spencer’s Retail,Dining,83290.16,INR,Mobile Payment,Michaelville,Deposit,March,Declined
derekmontgomery,GB21KAWH22152513865828,VISA,4648168558438670579,2025-02-25 00:31:56,JioMart,Electronics,71915.45,INR,Bank Transfer,East Aaronville,Withdrawal,June,Pending
lesliehughes,GB97MCDF96933810106825,VISA,4155158601391,2025-08-28 12:34:27,Shoppers Stop,Grocery,71972.86,INR,Mobile Payment,East Kevinton,Deposit,May,Reversed
amandaholt,GB63RJZC34800196803012,VISA,6556844056367739,2025-08-31 10:05:23,Godrej Consumer Products,Electronics,83606.83,INR,UPI,Andrewstad,Deposit,July,Approved
nathan17,GB24DNAK09481148961779,VISA,4392983717561127215,2025-06-16 19:50:33,Reliance Retail,Dining,61461.73,INR,Bank Transfer,East Charles,Refund,December,Approved
lindamartin,GB92IRPT94470639363659,saphiro,3597721047909142,2025-10-29 23:38:14,Snapdeal,Electronics,52417.16,INR,Mobile Payment,Kathleenport,Withdrawal,May,Pending
krodriguez,GB44LWPT63700304108711,VISA,4891459160220,2025-10-16 16:04:36,Brand Factory,Electronics,52516.03,INR,Debit Card,Lake Scottport,Refund,July,Pending
jacob69,GB84VLLI97045718112352,chhupay,503803938227,2025-04-24 09:28:46,Infiniti Retail Ltd,Electronics,55056.02,INR,Debit Card,Flynnside,Refund,November,Approved
vcrawford,GB13LRLM76876970338499,VISA,503803938227,2025-12-15 14:10:29,Future Group,Clothing,63718.99,INR,NEFT,Lake Melanieport,Purchase,May,Reversed
brad50,GB50GJMH53850335226372,Discover,347083076898269,2025-09-06 10:19:22,IKEA India,Health,77502.15,INR,Bank Transfer,Wilsonburgh,Deposit,July,Reversed
gutierrezwendy,GB54RIEB56920104516160,Discover,3511922716360202,2025-06-13 06:27:57,Snapdeal,Grocery,79033.68,INR,Mobile Payment,Lopezmouth,Refund,July,Declined
darrenraymond,GB42WUYF16757741991744,saphiro,30325170921162,2025-04-09 00:11:40,Snapdeal,Health,61687.13,INR,Credit Card,South Deborah,Withdrawal,September,Reversed
hannahfletcher,GB02ZTIS69376341533882,amex,4570620583585056792,2025-05-26 18:45:13,Pantaloons,Dining,97275.28,INR,Debit Card,Brookstown,Purchase,June,Pending
yvelez,GB58SJYC33228859253049,amex,2364057024880425,2025-03-08 04:35:18,Brand Factory,Grocery,87538.67,INR,RTGS,Denisemouth,Purchase,April,Reversed
jchavez,GB55RZCY72344794296214,amex,675924765729,2025-01-07 02:19:30,Avenue Supermarts,Travel,94289.63,INR,RTGS,South Elizabeth,Deposit,September,Pending
christina58,GB44SCZK89704707396959,Mastercard,30131252519811,2025-12-19 14:13:39,Reliance Retail,Dining,60680.33,INR,Bank Transfer,New Brandistad,Purchase,September,Declined
christinepeters,GB41RNDU23787006506459,VISA,2700966856154381,2025-02-15 18:10:01,Reliance Digital,Travel,97195.07,INR,UPI,New Janechester,Refund,November,Declined
fwilson,GB84VXHK81457528946181,Mastercard,3542783552160095,2025-09-06 04:24:05,Pepperfry,Grocery,62831.77,INR,Bank Transfer,Velazquezfurt,Withdrawal,August,Pending
ashleysantiago,GB70ENOC35456988705765,Maestro,4171806909813,2025-12-12 10:03:31,Foodhall,Clothing,88888.62,INR,RTGS,East Jonathan,Withdrawal,August,Reversed
brett28,GB18JYYG26703038851819,Diners Club,4529665100080135419,2025-06-21 15:45:52,Reliance Fresh,Dining,50708.46,INR,RTGS,Jacquelinemouth,Purchase,October,Pending
jacobspamela,GB91UIKQ25081530928054,chhupay,6011447945234547,2025-07-11 00:38:07,BigBasket,Clothing,57822.35,INR,UPI,Lake Jennifer,Withdrawal,November,Declined
lisaflores,GB13YNOA12599750371755,Mastercard,6590660879525198,2025-08-03 02:22:35,Pantaloons,Travel,74294.61,INR,Bank Transfer,West Rebecca,Refund,June,Reversed
abaker,GB72HJKT77247773596326,chhupay,347083076898269,2025-07-30 08:57:07,Flipkart,Dining,63603.32,INR,Debit Card,Peterborough,Deposit,May,Declined
nguyenstephen,GB18MCBM57418420009950,rupay,4152930471751301,2025-05-27 02:03:32,Titan Company,Travel,64693.69,INR,UPI,Gonzalezland,Refund,December,Approved
randyhudson,GB25ZXUW57288486658612,American Express,676220037813,2025-08-20 23:56:53,Myntra,Travel,92117.58,INR,UPI,Mortonborough,Withdrawal,January,Declined
shaun58,GB41OVYP09731989385350,Diners Club,2703909244665558,2025-08-31 03:06:55,ShopClues,Electronics,60010.64,INR,RTGS,Lisabury,Withdrawal,May,Approved
vray,GB74ZNWL13625722623370,VISA,4119187890735553,2025-03-24 15:34:20,Meesho,Dining,84739.28,INR,UPI,South Johnport,Deposit,March,Declined
trichardson,GB11UDIW17338948912449,Diners Club,676172312842,2025-11-04 07:45:21,Fabindia,Grocery,92693.42,INR,UPI,West Robert,Deposit,May,Approved
spearsbrian,GB48DIMK27955728632716,VISA,4165001448049,2025-01-05 07:56:23,Snapdeal,Clothing,91189.09,INR,Bank Transfer,Nicoleton,Withdrawal,December,Reversed
jonesrodney,GB51FCWF01684377453060,VISA,3560479830937779,2025-02-04 21:19:27,CaratLane,Health,79751.18,INR,Credit Card,Molinaview,Withdrawal,January,Declined
asolis,GB58CQKE59237755078048,Diners Club,4192066394722959714,2025-10-16 12:18:36,Marks & Spencer India,Travel,77653.02,INR,RTGS,Rodriguezview,Purchase,May,Approved
stephanie80,GB57FKUC39955361654756,Discover,30134994933506,2025-01-09 03:20:39,Foodhall,Electronics,90643.18,INR,NEFT,East Teresa,Withdrawal,October,Approved
heidi94,GB75YFAZ93322177835120,VISA,30119473156075,2025-04-07 02:30:14,Brand Factory,Health,86666.14,INR,Bank Transfer,New Adrian,Deposit,January,Reversed
qstone,GB92GXPZ38685566367980,Discover,4275776322889,2025-06-12 15:01:03,Aditya Birla Retai,Clothing,64743.56,INR,NEFT,North Dianaview,Deposit,February,Declined
qstone,GB72JFCX54428713913439,Discover,575010026822,2025-08-18 08:32:17,BigBasket,Health,67616.79,INR,UPI,Rebeccatown,Refund,December,Reversed
emily61,GB26IXQG23942620796051,VISA,4406658890708719,2025-03-19 18:42:57,V-Mart Retail Ltd,Health,65448.42,INR,RTGS,Morenomouth,Deposit,April,Pending
jennifersmith,GB13VJIZ25197072375153,VISA,4638203648856476,2025-06-21 06:10:26,FirstCry,Travel,79384.14,INR,Bank Transfer,South Michelle,Deposit,December,Pending
david46,GB29KMHL83322345186793,Diners Club,4714359932698,2025-11-21 18:44:33,V-Mart Retail Ltd,Clothing,51691.07,INR,UPI,Lake Justinside,Deposit,July,Reversed
kimberlyswanson,GB59OZEC26814292017626,saphiro,2252382685720388,2025-06-08 13:08:24,IKEA India,Grocery,68725.20,INR,RTGS,Annetteborough,Refund,December,Declined
juliecarter,GB72YQBJ37635786151290,VISA,347022711472924,2025-05-11 22:26:44,BigBasket,Grocery,98852.25,INR,Mobile Payment,Gregoryshire,Purchase,August,Declined
vaughnkatie,GB31JWZQ55090345370872,Discover,3594775995844274,2025-03-13 10:29:23,Zivame,Health,87870.50,INR,Debit Card,Stevenside,Purchase,October,Reversed
levi25,GB96MDBA36223299043611,VISA,4101792235929546,2025-04-09 19:20:58,BabyChakra,Travel,93194.65,INR,Credit Card,New Matthew,Refund,December,Approved
scottbrian,GB87QUGS11782019004803,rupay,4439234555767,2025-06-01 10:14:48,Shoppers Stop,Health,78037.42,INR,UPI,North Christinaberg,Purchase,April,Approved
erica01,GB65TBEM67723177219333,Maestro,4439640840078246,2025-02-24 11:57:07,Decathlon India,Travel,79604.24,INR,Bank Transfer,Hudsonport,Purchase,July,Approved
matthewgriffith,GB17NJQK97935005941363,Mastercard,4160637296713677,2025-01-18 16:03:31,Urban Ladder,Travel,71563.53,INR,Debit Card,Waltersside,Deposit,January,Approved
jenkinsbrandon,GB96YQLY11811199478865,amex,4996752139480,2025-10-23 12:37:26,Godrej Consumer Products,Health,72038.16,INR,UPI,West Rebecca,Withdrawal,November,Approved
janice21,GB87IGKY58679447909112,saphiro,3524335210962875,2025-10-07 05:15:20,Metro Cash & Carry India,Grocery,68516.26,INR,Bank Transfer,Lake Greg,Deposit,August,Approved
kevin39,GB81UHCA53047551185448,VISA,501829183729,2025-06-19 22:27:41,Amazon India,Dining,71682.71,INR,Credit Card,East Melissa,Deposit,August,Declined
colin65,GB30JKTW57882656029970,Mastercard,4914168169924638,2025-06-09 22:41:06,Snapdeal,Electronics,82017.61,INR,Bank Transfer,Allenfurt,Purchase,March,Declined
kimberlyswanson,GB06DTJK65993657316930,saphiro,4746445742342031,2025-11-21 23:43:51,Foodhall,Grocery,56105.05,INR,Debit Card,Dawnchester,Deposit,May,Declined
dclarke,GB57TUMH27491475762985,VISA,376423098724115,2025-03-10 16:46:18,Pantaloons,Dining,70856.61,INR,Bank Transfer,Stevensmouth,Purchase,July,Declined
cliffordwells,GB92RFDA77273504811962,VISA,6544131376565803,2025-12-10 03:53:19,Urban Ladder,Electronics,97706.99,INR,Mobile Payment,Hillstad,Refund,May,Pending
sarahcook,GB81PHRE36132459342449,American Express,4571357028917511,2025-02-15 09:16:21,Reliance Digital,Grocery,93638.76,INR,NEFT,Byrdbury,Purchase,November,Approved
anthonygomez,GB62YXAD65060649912701,Diners Club,180032260886671,2025-01-17 05:12:05,Fabindia,Grocery,98529.25,INR,Bank Transfer,Williamsmouth,Refund,March,Reversed
vcrawford,GB94IUPW76359603819893,saphiro,567740282312,2025-06-25 15:32:08,BlueStone,Travel,64687.58,INR,Credit Card,Jonesmouth,Refund,March,Pending
ijohnson,GB95KUNH50744584839441,Mastercard,2282993725488713,2025-08-14 16:41:03,Tata CLiQ,Clothing,63138.96,INR,Mobile Payment,North Victoriaville,Deposit,January,Declined
lopezmary,GB10HHFH71754806356570,chhupay,2233835182989644,2025-04-18 03:07:51,ShopClues,Grocery,91062.71,INR,Credit Card,Michelleborough,Purchase,November,Approved
hamiltonbrandon,GB29LJYO25607258756931,chhupay,213156533404342,2025-09-05 17:35:00,BigBasket,Grocery,65380.73,INR,Mobile Payment,West Megan,Refund,July,Reversed
anthony08,GB34HPUT27694760132944,Diners Club,6011121678791045,2025-11-09 08:37:51,CaratLane,Dining,94810.03,INR,Credit Card,Scottview,Purchase,September,Pending
rodriguezdavid,GB63HHOW92451547770633,amex,3553285884316987,2025-04-14 14:45:48,DMart,Travel,72534.33,INR,Mobile Payment,Melissaville,Withdrawal,December,Pending
psalas,GB24DWCI67992438695788,chhupay,2700966856154381,2025-02-16 07:27:56,V-Mart Retail Ltd,Clothing,69501.10,INR,NEFT,Johnsonfurt,Purchase,November,Pending
macdonaldcarmen,GB09BMKO31982667134972,Mastercard,4842505296088,2025-07-03 20:07:34,Pantaloons,Electronics,94854.70,INR,Bank Transfer,East Maryfort,Deposit,January,Declined
walkerjohnny,GB29IWRB08300810782018,Diners Club,346658994713004,2025-07-16 11:55:03,FirstCry,Dining,75402.19,INR,Credit Card,New Steven,Purchase,March,Approved
wholmes,GB16DJTW98764780293494,saphiro,5308487074368959,2025-10-14 08:17:41,BlueStone,Clothing,97762.16,INR,RTGS,Debbiestad,Deposit,April,Pending
bakerlaura,GB91KHWX80426325067056,amex,4262229828791251,2025-03-05 23:43:41,DMart,Clothing,73572.66,INR,Debit Card,North Jose,Refund,July,Approved
lauraswanson,GB11HCSF07587596902017,Diners Club,3597861855644363,2025-03-03 04:14:20,HyperCity,Dining,96923.24,INR,Mobile Payment,Juliemouth,Purchase,March,Pending
brownjoseph,GB66FYAZ81203711750128,chhupay,6559811042335747,2025-07-18 18:23:11,Spencer’s Retail,Health,75859.52,INR,UPI,Lake Amy,Deposit,October,Approved
morgankelly,GB37CBJD30490105626684,Maestro,213191373218353,2025-11-17 01:16:35,Amazon India,Health,97885.81,INR,Debit Card,Heatherville,Deposit,January,Reversed
kylematthews,GB39JJUG09549760102028,VISA,377182070902490,2025-08-21 05:52:18,Brand Factory,Health,95417.29,INR,Credit Card,South Deanna,Purchase,July,Approved
mosessamuel,GB58ZQJG90023578379382,amex,2298055948120382,2025-12-04 12:59:42,Lenskart,Electronics,67762.86,INR,RTGS,West Ethanmouth,Withdrawal,June,Reversed
michael02,GB83HVWE10686481138429,saphiro,675989668396,2025-07-12 01:44:11,Westside,Clothing,95678.90,INR,UPI,Janeshire,Purchase,December,Approved
craig02,GB86VJTP52559600550540,saphiro,344414180431809,2025-05-18 04:29:42,Infiniti Retail Ltd,Travel,57981.72,INR,Bank Transfer,East Michael,Refund,January,Reversed
wilsoncharles,GB75YKLH21135188672530,chhupay,30424979745151,2025-01-15 04:54:53,Urban Ladder,Grocery,68644.13,INR,UPI,Simpsonbury,Withdrawal,September,Reversed
michael73,GB67NLOX88093008752601,saphiro,30150593402065,2025-06-08 13:12:36,Snapdeal,Grocery,52172.79,INR,Bank Transfer,West Georgeburgh,Purchase,September,Reversed
williamsmichael,GB23WYKP54508762355442,VISA,4318098344478,2025-05-28 17:10:29,Tata CLiQ,Clothing,92120.03,INR,Bank Transfer,Lopezburgh,Purchase,October,Pending
walkerjohnny,GB10FZXZ57185856479313,saphiro,36856732104628,2025-05-17 09:33:06,Amazon India,Travel,79367.65,INR,NEFT,Pattersonmouth,Refund,May,Pending
andersonkenneth,GB02BBNY78568662675290,saphiro,378385950483544,2025-08-16 17:05:59,CaratLane,Travel,89146.03,INR,UPI,Lauraview,Deposit,April,Approved
amanda05,GB42XOTB83271107188916,VISA,180097377613706,2025-11-10 14:07:03,Bewakoof,Travel,68175.94,INR,Debit Card,East Monique,Withdrawal,February,Declined
nancy11,GB23VWVJ21187256829016,Maestro,3549277790192237,2025-09-30 20:39:32,Nykaa,Clothing,99533.90,INR,UPI,Hayesburgh,Purchase,September,Pending
jonestara,GB47BFSP02630998625783,VISA,4336926495919717,2025-03-03 17:17:50,Brand Factory,Dining,65652.94,INR,Mobile Payment,Palmerfurt,Purchase,November,Declined
danabates,GB95GYYA61131467336486,chhupay,3548632558901438,2025-04-26 09:03:42,Pantaloons,Travel,66677.32,INR,Bank Transfer,Jenniferborough,Refund,August,Pending
sandersalex,GB43WGBR23547523342667,chhupay,5481155705519964,2025-10-26 11:55:45,Central,Health,91598.51,INR,NEFT,East Patricia,Withdrawal,January,Reversed
joshuawarner,GB19OMWF42864532144951,VISA,4843206481581,2025-08-14 19:44:21,Decathlon India,Grocery,83923.89,INR,Bank Transfer,Port Tim,Refund,May,Pending
summerschristine,GB89QEUW19841537230443,Mastercard,180099803021736,2025-12-05 18:52:21,Avenue Supermarts,Grocery,68146.41,INR,Credit Card,Simmonsview,Withdrawal,July,Reversed
benjamin84,GB07DEJH79248345576597,amex,213104590444850,2025-12-22 04:45:05,Snapdeal,Electronics,63309.94,INR,Mobile Payment,East Heatherfurt,Deposit,February,Declined
davidhuerta,GB39KVUP21791604016157,Maestro,4573282117255128,2025-01-17 14:01:40,Reliance Retail,Electronics,61184.92,INR,NEFT,East Kyletown,Deposit,September,Approved
williamsrichard,GB03NUXS60713788486297,Diners Club,30066377466292,2025-01-23 20:00:20,JioMart,Health,88759.11,INR,Credit Card,West Brian,Purchase,August,Approved
gutierrezwendy,GB53FGUL52886600210637,Diners Club,4729781243064840797,2025-09-23 17:48:05,Future Group,Health,62793.46,INR,UPI,Watkinsland,Purchase,October,Approved
taylor01,GB62YGLY68002380532340,chhupay,4622240332608,2025-04-14 04:20:39,Amazon India,Electronics,88924.42,INR,Mobile Payment,Randallberg,Withdrawal,December,Pending
jefferydavenport,GB13NGJF61795969440261,American Express,4955096635049321952,2025-05-25 22:15:41,Urban Ladder,Electronics,73323.66,INR,Credit Card,Sandershaven,Purchase,July,Declined
milessteven,GB28TQSC13147894208059,Maestro,2266367819532605,2025-07-07 17:22:38,Pantaloons,Travel,83712.15,INR,RTGS,Lake James,Withdrawal,June,Pending
cparker,GB74SOPZ46728379527780,VISA,4264851806115938571,2025-11-30 13:35:18,Meesho,Travel,85947.11,INR,UPI,Kristinaside,Refund,October,Reversed
cynthiamcintyre,GB74COWG56611112084599,amex,3563258858001552,2025-01-27 06:15:40,IKEA India,Grocery,84651.76,INR,NEFT,Ramirezview,Refund,September,Declined
